Date of Race,Time,Track,Horse,Distance,Place,Industry SP,Betfair SP,Predicted_Win_Probability,Race_ID,Predicted_Rank,Top_3_Flag,Odds_To_Use,Expected_Value,Field_Size,Kelly_Fraction,Reject_Reason,Winrate_Threshold,Bet_Placed,Stake,Actual_Result,Bet_Return,Bankroll_After_Race
2023-09-24,15:25:00,HAMILTON,Bringbackmemories,1m1f,1.0,1.62,1.73,0.5653805878421219,2023-09-24_15:25:00,1.0,True,1.62,-0.08408344769576254,5,-0.13561846402542344,kelly_low|ev_low|,0,False,0.0,1,0.0,10953.527021216367
2023-09-24,15:25:00,HAMILTON,Iconique,1m1f,3.0,3.5,3.95,0.2966599963523512,2023-09-24_15:25:00,2.0,True,3.5,0.038309987233229204,5,0.01532399489329168,ev_low|,0,False,0.0,0,0.0,10953.527021216367
2023-09-24,16:00:00,HAMILTON,Slainte Mhath,6f,6.0,5.0,6.0,0.20661958912833417,2023-09-24_16:00:00,2.0,True,5.0,0.0330979456416709,6,0.008274486410417725,kelly_low|ev_low|,0,False,0.0,0,0.0,10843.991751004203
2023-09-25,15:30:00,HAMILTON,Dundory,1m4f,5.0,3.25,3.25,0.2749234849379531,2023-09-25_15:30:00,1.0,True,3.25,-0.10649867395165236,5,-0.04733274397851216,kelly_low|ev_low|,0,False,0.0,0,0.0,10735.55183349416
2023-10-02,15:10:00,HAMILTON,Winged Messenger,5f,1.0,2.1,2.52,0.3894813710598387,2023-10-02_15:10:00,1.0,True,2.1,-0.1820891207743387,5,-0.1655355643403079,kelly_low|ev_low|,0,False,0.0,1,0.0,10735.55183349416
2023-10-02,15:10:00,HAMILTON,Ingleby Archie,5f,2.0,2.38,2.5,0.388446809667385,2023-10-02_15:10:00,2.0,True,2.38,-0.07549659299162381,5,-0.05470767608088682,kelly_low|ev_low|,0,False,0.0,0,0.0,10735.55183349416
2024-05-05,14:05:00,HAMILTON,Capital Theory,1m5f,1.0,3.75,3.79,0.25268567510759726,2024-05-05_14:05:00,2.0,True,3.75,-0.052428718346510306,6,-0.01906498848964011,kelly_low|ev_low|,0,False,0.0,1,0.0,10690.228662554728
2024-05-05,15:10:00,HAMILTON,Cavalier Approach,5f,4.0,2.63,2.6,0.4142906894117348,2024-05-05_15:10:00,1.0,True,2.63,0.08958451315286253,6,0.054959824020161065,ev_low|,0,False,0.0,0,0.0,10583.32637592918
2024-05-17,18:05:00,HAMILTON,Up The Clarets,5f,1.0,3.25,3.37,0.257776192703922,2024-05-17_18:05:00,2.0,True,3.25,-0.1622273737122536,5,-0.07210105498322382,kelly_low|ev_low|,0,False,0.0,1,0.0,10583.32637592918
2024-05-17,18:05:00,HAMILTON,Gobsmacked,5f,3.0,3.25,3.62,0.2691154021741828,2024-05-17_18:05:00,1.0,True,3.25,-0.12537494293390594,5,-0.05572219685951375,kelly_low|ev_low|,0,False,0.0,0,0.0,10583.32637592918
